date,state,daily
2020-06-13,W.P. Kuala Lumpur,5
2020-06-13,W.P. Labuan,0
2020-06-13,W.P. Putrajaya,0
2020-06-14,Johor,15
2020-06-14,Kedah,285
2020-06-14,Kelantan,52
2020-06-14,Melaka,0
2020-06-14,Negeri Sembilan,0
2020-06-14,Pahang,10
2020-06-14,Perak,3
2020-06-14,Perlis,0
2020-06-14,Pulau Pinang,4
2020-06-14,Sabah,3
2020-06-14,Sarawak,23
2020-06-14,Selangor,6
2020-06-14,Terengganu,17
2020-06-14,W.P. Kuala Lumpur,2
2020-06-14,W.P. Labuan,0
2020-06-14,W.P. Putrajaya,0
2020-06-15,Johor,43
2020-06-15,Kedah,273
2020-06-15,Kelantan,58
2020-06-15,Melaka,12
2020-06-15,Negeri Sembilan,7
2020-06-15,Pahang,35
2020-06-15,Perak,27
2020-06-15,Perlis,1
2020-06-15,Pulau Pinang,21
2020-06-15,Sabah,36
2020-06-15,Sarawak,97
2020-06-15,Selangor,16
2020-06-15,Terengganu,15
2020-06-15,W.P. Kuala Lumpur,11
2020-06-15,W.P. Labuan,1
2020-06-15,W.P. Putrajaya,0
2020-06-16,Johor,48
2020-06-16,Kedah,152
2020-06-16,Kelantan,51
2020-06-16,Melaka,6
2020-06-16,Negeri Sembilan,9
2020-06-16,Pahang,30
2020-06-16,Perak,61
2020-06-16,Perlis,1
2020-06-16,Pulau Pinang,14
2020-06-16,Sabah,42
2020-06-16,Sarawak,101
2020-06-16,Selangor,25
2020-06-16,Terengganu,35
2020-06-16,W.P. Kuala Lumpur,7
2020-06-16,W.P. Labuan,0
2020-06-16,W.P. Putrajaya,0
2020-06-17,Johor,49
2020-06-17,Kedah,195
2020-06-17,Kelantan,71
2020-06-17,Melaka,5
2020-06-17,Negeri Sembilan,12
2020-06-17,Pahang,70
2020-06-17,Perak,68
2020-06-17,Perlis,1
2020-06-17,Pulau Pinang,15
2020-06-17,Sabah,48
2020-06-17,Sarawak,76
2020-06-17,Selangor,17
2020-06-17,Terengganu,6
2020-06-17,W.P. Kuala Lumpur,3
2020-06-17,W.P. Labuan,0
2020-06-17,W.P. Putrajaya,1
2020-06-18,Johor,28
2020-06-18,Kedah,182
2020-06-18,Kelantan,65
2020-06-18,Melaka,7
2020-06-18,Negeri Sembilan,3
2020-06-18,Pahang,33
2020-06-18,Perak,57
2020-06-18,Perlis,0
2020-06-18,Pulau Pinang,18
2020-06-18,Sabah,22
2020-06-18,Sarawak,74
2020-06-18,Selangor,12
2020-06-18,Terengganu,35
2020-06-18,W.P. Kuala Lumpur,6
2020-06-18,W.P. Labuan,0
2020-06-18,W.P. Putrajaya,0
2020-06-19,Johor,12
2020-06-19,Kedah,37
2020-06-19,Kelantan,4
2020-06-19,Melaka,11
2020-06-19,Negeri Sembilan,3
2020-06-19,Pahang,23
2020-06-19,Perak,91
2020-06-19,Perlis,0
2020-06-19,Pulau Pinang,14
2020-06-19,Sabah,17
2020-06-19,Sarawak,67
2020-06-19,Selangor,21
2020-06-19,Terengganu,1
2020-06-19,W.P. Kuala Lumpur,4
2020-06-19,W.P. Labuan,0
2020-06-19,W.P. Putrajaya,1
2020-06-20,Johor,7
2020-06-20,Kedah,110
2020-06-20,Kelantan,52
2020-06-20,Melaka,2
2020-06-20,Negeri Sembilan,1
2020-06-20,Pahang,16
2020-06-20,Perak,20
2020-06-20,Perlis,0
2020-06-20,Pulau Pinang,17
2020-06-20,Sabah,3
2020-06-20,Sarawak,25
2020-06-20,Selangor,16
2020-06-20,Terengganu,24
2020-06-20,W.P. Kuala Lumpur,1
2020-06-20,W.P. Labuan,0
2020-06-20,W.P. Putrajaya,0
2020-06-21,Johor,22
2020-06-21,Kedah,30
2020-06-21,Kelantan,61
2020-06-21,Melaka,0
2020-06-21,Negeri Sembilan,0
2020-06-21,Pahang,1
2020-06-21,Perak,3
2020-06-21,Perlis,0
2020-06-21,Pulau Pinang,8
2020-06-21,Sabah,17
2020-06-21,Sarawak,30
2020-06-21,Selangor,5
2020-06-21,Terengganu,39
2020-06-21,W.P. Kuala Lumpur,1
2020-06-21,W.P. Labuan,0
2020-06-21,W.P. Putrajaya,0
2020-06-22,Johor,51
2020-06-22,Kedah,246
2020-06-22,Kelantan,72
2020-06-22,Melaka,6
2020-06-22,Negeri Sembilan,12
2020-06-22,Pahang,33
2020-06-22,Perak,32
2020-06-22,Perlis,1
2020-06-22,Pulau Pinang,15
2020-06-22,Sabah,35
2020-06-22,Sarawak,68
2020-06-22,Selangor,14
2020-06-22,Terengganu,15
2020-06-22,W.P. Kuala Lumpur,4
2020-06-22,W.P. Labuan,2
2020-06-22,W.P. Putrajaya,0
2020-06-23,Johor,45
2020-06-23,Kedah,235
2020-06-23,Kelantan,64
2020-06-23,Melaka,16
2020-06-23,Negeri Sembilan,8
2020-06-23,Pahang,47
2020-06-23,Perak,55
2020-06-23,Perlis,0
2020-06-23,Pulau Pinang,17
2020-06-23,Sabah,50
2020-06-23,Sarawak,91
2020-06-23,Selangor,22
2020-06-23,Terengganu,31
2020-06-23,W.P. Kuala Lumpur,13
2020-06-23,W.P. Labuan,0
2020-06-23,W.P. Putrajaya,0
2020-06-24,Johor,52
2020-06-24,Kedah,170
2020-06-24,Kelantan,68
2020-06-24,Melaka,16
2020-06-24,Negeri Sembilan,17
2020-06-24,Pahang,38
2020-06-24,Perak,67
2020-06-24,Perlis,2
2020-06-24,Pulau Pinang,21
2020-06-24,Sabah,46
2020-06-24,Sarawak,110
2020-06-24,Selangor,20
2020-06-24,Terengganu,8
2020-06-24,W.P. Kuala Lumpur,6
2020-06-24,W.P. Labuan,0
2020-06-24,W.P. Putrajaya,0
2020-06-25,Johor,32
2020-06-25,Kedah,217
2020-06-25,Kelantan,39
2020-06-25,Melaka,13
2020-06-25,Negeri Sembilan,3
2020-06-25,Pahang,34
2020-06-25,Perak,65
2020-06-25,Perlis,2
2020-06-25,Pulau Pinang,23
2020-06-25,Sabah,36
2020-06-25,Sarawak,83
2020-06-25,Selangor,16
2020-06-25,Terengganu,23
2020-06-25,W.P. Kuala Lumpur,3
2020-06-25,W.P. Labuan,0
2020-06-25,W.P. Putrajaya,0
2020-06-26,Johor,7
2020-06-26,Kedah,44
2020-06-26,Kelantan,8
2020-06-26,Melaka,14
2020-06-26,Negeri Sembilan,10
2020-06-26,Pahang,28
2020-06-26,Perak,72
2020-06-26,Perlis,0
2020-06-26,Pulau Pinang,13
2020-06-26,Sabah,23
2020-06-26,Sarawak,76
2020-06-26,Selangor,23
2020-06-26,Terengganu,9
2020-06-26,W.P. Kuala Lumpur,4
2020-06-26,W.P. Labuan,0
2020-06-26,W.P. Putrajaya,1
2020-06-27,Johor,4
2020-06-27,Kedah,64
2020-06-27,Kelantan,85
2020-06-27,Melaka,4
2020-06-27,Negeri Sembilan,1
2020-06-27,Pahang,27
2020-06-27,Perak,20
2020-06-27,Perlis,0
2020-06-27,Pulau Pinang,17
2020-06-27,Sabah,8
2020-06-27,Sarawak,55
2020-06-27,Selangor,51
2020-06-27,Terengganu,3
2020-06-27,W.P. Kuala Lumpur,3
2020-06-27,W.P. Labuan,0
2020-06-27,W.P. Putrajaya,0
2020-06-28,Johor,26
2020-06-28,Kedah,151
2020-06-28,Kelantan,66
2020-06-28,Melaka,0
2020-06-28,Negeri Sembilan,1
2020-06-28,Pahang,7
2020-06-28,Perak,14
2020-06-28,Perlis,0
2020-06-28,Pulau Pinang,4
2020-06-28,Sabah,10
2020-06-28,Sarawak,33
2020-06-28,Selangor,10
2020-06-28,Terengganu,10
2020-06-28,W.P. Kuala Lumpur,4
2020-06-28,W.P. Labuan,0
2020-06-28,W.P. Putrajaya,0
2020-06-29,Johor,81
2020-06-29,Kedah,163
2020-06-29,Kelantan,64
2020-06-29,Melaka,11
2020-06-29,Negeri Sembilan,4
2020-06-29,Pahang,37
2020-06-29,Perak,43
2020-06-29,Perlis,1
2020-06-29,Pulau Pinang,27
2020-06-29,Sabah,32
2020-06-29,Sarawak,83
2020-06-29,Selangor,18
2020-06-29,Terengganu,41
2020-06-29,W.P. Kuala Lumpur,1
2020-06-29,W.P. Labuan,0
2020-06-29,W.P. Putrajaya,0
2020-06-30,Johor,70
2020-06-30,Kedah,123
2020-06-30,Kelantan,61
2020-06-30,Melaka,13
2020-06-30,Negeri Sembilan,4
2020-06-30,Pahang,79
2020-06-30,Perak,62
2020-06-30,Perlis,5
2020-06-30,Pulau Pinang,27
2020-06-30,Sabah,45
2020-06-30,Sarawak,59
2020-06-30,Selangor,14
2020-06-30,Terengganu,18
2020-06-30,W.P. Kuala Lumpur,3
2020-06-30,W.P. Labuan,0
2020-06-30,W.P. Putrajaya,0
2020-07-01,Johor,85
2020-07-01,Kedah,120
2020-07-01,Kelantan,62
2020-07-01,Melaka,9
2020-07-01,Negeri Sembilan,7
2020-07-01,Pahang,120
2020-07-01,Perak,90
2020-07-01,Perlis,4
2020-07-01,Pulau Pinang,20
2020-07-01,Sabah,62
2020-07-01,Sarawak,80
2020-07-01,Selangor,15
2020-07-01,Terengganu,22
2020-07-01,W.P. Kuala Lumpur,3
2020-07-01,W.P. Labuan,0
2020-07-01,W.P. Putrajaya,2
2020-07-02,Johor,51
2020-07-02,Kedah,195
2020-07-02,Kelantan,63
2020-07-02,Melaka,32
2020-07-02,Negeri Sembilan,7
2020-07-02,Pahang,87
2020-07-02,Perak,60
2020-07-02,Perlis,6
2020-07-02,Pulau Pinang,14
2020-07-02,Sabah,59
2020-07-02,Sarawak,110
2020-07-02,Selangor,25
2020-07-02,Terengganu,4
2020-07-02,W.P. Kuala Lumpur,5
2020-07-02,W.P. Labuan,0
2020-07-02,W.P. Putrajaya,0
2020-07-03,Johor,18
2020-07-03,Kedah,25
2020-07-03,Kelantan,28
2020-07-03,Melaka,13
2020-07-03,Negeri Sembilan,3
2020-07-03,Pahang,29
2020-07-03,Perak,95
2020-07-03,Perlis,9
2020-07-03,Pulau Pinang,14
2020-07-03,Sabah,27
2020-07-03,Sarawak,102
2020-07-03,Selangor,24
2020-07-03,Terengganu,2
2020-07-03,W.P. Kuala Lumpur,2
2020-07-03,W.P. Labuan,0
2020-07-03,W.P. Putrajaya,0
2020-07-04,Johor,8
2020-07-04,Kedah,41
2020-07-04,Kelantan,72
2020-07-04,Melaka,2
2020-07-04,Negeri Sembilan,1
2020-07-04,Pahang,10
2020-07-04,Perak,27
2020-07-04,Perlis,1
2020-07-04,Pulau Pinang,20
2020-07-04,Sabah,19
2020-07-04,Sarawak,42
2020-07-04,Selangor,17
2020-07-04,Terengganu,8
2020-07-04,W.P. Kuala Lumpur,6
2020-07-04,W.P. Labuan,0
2020-07-04,W.P. Putrajaya,0
2020-07-05,Johor,42
2020-07-05,Kedah,111
2020-07-05,Kelantan,82
2020-07-05,Melaka,1
2020-07-05,Negeri Sembilan,0
2020-07-05,Pahang,5
2020-07-05,Perak,5
2020-07-05,Perlis,0
2020-07-05,Pulau Pinang,7
2020-07-05,Sabah,16
2020-07-05,Sarawak,25
2020-07-05,Selangor,5
2020-07-05,Terengganu,19
2020-07-05,W.P. Kuala Lumpur,5
2020-07-05,W.P. Labuan,0
2020-07-05,W.P. Putrajaya,0
2020-07-06,Johor,71
2020-07-06,Kedah,281
2020-07-06,Kelantan,61
2020-07-06,Melaka,11
2020-07-06,Negeri Sembilan,11
2020-07-06,Pahang,32
2020-07-06,Perak,43
2020-07-06,Perlis,4
2020-07-06,Pulau Pinang,19
2020-07-06,Sabah,28
2020-07-06,Sarawak,66
2020-07-06,Selangor,15
2020-07-06,Terengganu,43
2020-07-06,W.P. Kuala Lumpur,9
2020-07-06,W.P. Labuan,0
2020-07-06,W.P. Putrajaya,0
2020-07-07,Johor,75
2020-07-07,Kedah,198
2020-07-07,Kelantan,54
2020-07-07,Melaka,9
2020-07-07,Negeri Sembilan,8
2020-07-07,Pahang,24
2020-07-07,Perak,86
2020-07-07,Perlis,4
2020-07-07,Pulau Pinang,7
2020-07-07,Sabah,29
2020-07-07,Sarawak,107
2020-07-07,Selangor,20
2020-07-07,Terengganu,30
2020-07-07,W.P. Kuala Lumpur,9
2020-07-07,W.P. Labuan,0
2020-07-07,W.P. Putrajaya,0
2020-07-08,Johor,63
2020-07-08,Kedah,128
2020-07-08,Kelantan,54
2020-07-08,Melaka,16
2020-07-08,Negeri Sembilan,9
2020-07-08,Pahang,46
2020-07-08,Perak,94
2020-07-08,Perlis,11
2020-07-08,Pulau Pinang,19
2020-07-08,Sabah,79
2020-07-08,Sarawak,89
2020-07-08,Selangor,15
2020-07-08,Terengganu,48
2020-07-08,W.P. Kuala Lumpur,12
2020-07-08,W.P. Labuan,0
2020-07-08,W.P. Putrajaya,0
2020-07-09,Johor,41
2020-07-09,Kedah,238
2020-07-09,Kelantan,67
2020-07-09,Melaka,9
2020-07-09,Negeri Sembilan,9
2020-07-09,Pahang,39
2020-07-09,Perak,86
2020-07-09,Perlis,10
2020-07-09,Pulau Pinang,29
2020-07-09,Sabah,55
2020-07-09,Sarawak,120
2020-07-09,Selangor,23
2020-07-09,Terengganu,26
2020-07-09,W.P. Kuala Lumpur,4
2020-07-09,W.P. Labuan,0
2020-07-09,W.P. Putrajaya,0
2020-07-10,Johor,9
2020-07-10,Kedah,62
2020-07-10,Kelantan,41
2020-07-10,Melaka,5
2020-07-10,Negeri Sembilan,7
2020-07-10,Pahang,15
2020-07-10,Perak,99
2020-07-10,Perlis,4
2020-07-10,Pulau Pinang,13
2020-07-10,Sabah,23
2020-07-10,Sarawak,94
2020-07-10,Selangor,28
2020-07-10,Terengganu,0
2020-07-10,W.P. Kuala Lumpur,10
2020-07-10,W.P. Labuan,0
2020-07-10,W.P. Putrajaya,0
2020-07-11,Johor,9
2020-07-11,Kedah,46
2020-07-11,Kelantan,37
2020-07-11,Melaka,3
2020-07-11,Negeri Sembilan,0
2020-07-11,Pahang,4
2020-07-11,Perak,10
2020-07-11,Perlis,0
2020-07-11,Pulau Pinang,2
2020-07-11,Sabah,183
2020-07-11,Sarawak,41
2020-07-11,Selangor,13
2020-07-11,Terengganu,15
2020-07-11,W.P. Kuala Lumpur,5
2020-07-11,W.P. Labuan,0
2020-07-11,W.P. Putrajaya,0
2020-07-12,Johor,34
2020-07-12,Kedah,149
2020-07-12,Kelantan,89
2020-07-12,Melaka,2
2020-07-12,Negeri Sembilan,2
2020-07-12,Pahang,8
2020-07-12,Perak,6
2020-07-12,Perlis,1
2020-07-12,Pulau Pinang,3
2020-07-12,Sabah,139
2020-07-12,Sarawak,35
2020-07-12,Selangor,2
2020-07-12,Terengganu,28
2020-07-12,W.P. Kuala Lumpur,4
2020-07-12,W.P. Labuan,0
2020-07-12,W.P. Putrajaya,0
2020-07-13,Johor,76
2020-07-13,Kedah,183
2020-07-13,Kelantan,85
2020-07-13,Melaka,6
2020-07-13,Negeri Sembilan,5
2020-07-13,Pahang,26
2020-07-13,Perak,41
2020-07-13,Perlis,12
2020-07-13,Pulau Pinang,18
2020-07-13,Sabah,151
2020-07-13,Sarawak,92
2020-07-13,Selangor,62
2020-07-13,Terengganu,58
2020-07-13,W.P. Kuala Lumpur,8
2020-07-13,W.P. Labuan,0
2020-07-13,W.P. Putrajaya,0
2020-07-14,Johor,89
2020-07-14,Kedah,229
2020-07-14,Kelantan,77
2020-07-14,Melaka,18
2020-07-14,Negeri Sembilan,5
2020-07-14,Pahang,32
2020-07-14,Perak,80
2020-07-14,Perlis,15
2020-07-14,Pulau Pinang,19
2020-07-14,Sabah,69
2020-07-14,Sarawak,91
2020-07-14,Selangor,30
2020-07-14,Terengganu,42
2020-07-14,W.P. Kuala Lumpur,5
2020-07-14,W.P. Labuan,0
2020-07-14,W.P. Putrajaya,0
2020-07-15,Johor,75
2020-07-15,Kedah,185
2020-07-15,Kelantan,76
2020-07-15,Melaka,12
2020-07-15,Negeri Sembilan,14
2020-07-15,Pahang,65
2020-07-15,Perak,88
2020-07-15,Perlis,2
2020-07-15,Pulau Pinang,23
2020-07-15,Sabah,232
2020-07-15,Sarawak,100
2020-07-15,Selangor,20
2020-07-15,Terengganu,54
2020-07-15,W.P. Kuala Lumpur,6
2020-07-15,W.P. Labuan,0
2020-07-15,W.P. Putrajaya,0
2020-07-16,Johor,54
2020-07-16,Kedah,229
2020-07-16,Kelantan,96
2020-07-16,Melaka,16
2020-07-16,Negeri Sembilan,9
2020-07-16,Pahang,27
2020-07-16,Perak,99
2020-07-16,Perlis,10
2020-07-16,Pulau Pinang,19
2020-07-16,Sabah,204
2020-07-16,Sarawak,86
2020-07-16,Selangor,60
2020-07-16,Terengganu,17
2020-07-16,W.P. Kuala Lumpur,4
2020-07-16,W.P. Labuan,0
2020-07-16,W.P. Putrajaya,1
2020-07-17,Johor,16
2020-07-17,Kedah,31
2020-07-17,Kelantan,49
2020-07-17,Melaka,17
2020-07-17,Negeri Sembilan,10
2020-07-17,Pahang,35
2020-07-17,Perak,151
2020-07-17,Perlis,0
2020-07-17,Pulau Pinang,13
2020-07-17,Sabah,138
2020-07-17,Sarawak,83
2020-07-17,Selangor,29
2020-07-17,Terengganu,0
2020-07-17,W.P. Kuala Lumpur,6
2020-07-17,W.P. Labuan,0
2020-07-17,W.P. Putrajaya,0
2020-07-18,Johor,11
2020-07-18,Kedah,66
2020-07-18,Kelantan,38
2020-07-18,Melaka,64
2020-07-18,Negeri Sembilan,2
2020-07-18,Pahang,21
2020-07-18,Perak,8
2020-07-18,Perlis,0
2020-07-18,Pulau Pinang,12
2020-07-18,Sabah,195
2020-07-18,Sarawak,37
2020-07-18,Selangor,10
2020-07-18,Terengganu,13
2020-07-18,W.P. Kuala Lumpur,3
2020-07-18,W.P. Labuan,0
2020-07-18,W.P. Putrajaya,0
2020-07-19,Johor,50
2020-07-19,Kedah,122
2020-07-19,Kelantan,89
2020-07-19,Melaka,2
2020-07-19,Negeri Sembilan,0
2020-07-19,Pahang,4
2020-07-19,Perak,6
2020-07-19,Perlis,2
2020-07-19,Pulau Pinang,10
2020-07-19,Sabah,206
2020-07-19,Sarawak,32
2020-07-19,Selangor,10
2020-07-19,Terengganu,34
2020-07-19,W.P. Kuala Lumpur,6
2020-07-19,W.P. Labuan,0
2020-07-19,W.P. Putrajaya,2
2020-07-20,Johor,95
2020-07-20,Kedah,237
2020-07-20,Kelantan,99
2020-07-20,Melaka,5
2020-07-20,Negeri Sembilan,13
2020-07-20,Pahang,39
2020-07-20,Perak,56
2020-07-20,Perlis,1
2020-07-20,Pulau Pinang,18
2020-07-20,Sabah,154
2020-07-20,Sarawak,88
2020-07-20,Selangor,96
2020-07-20,Terengganu,54
2020-07-20,W.P. Kuala Lumpur,12
2020-07-20,W.P. Labuan,0
2020-07-20,W.P. Putrajaya,1
2020-07-21,Johor,69
2020-07-21,Kedah,185
2020-07-21,Kelantan,73
2020-07-21,Melaka,15
2020-07-21,Negeri Sembilan,13
2020-07-21,Pahang,68
2020-07-21,Perak,82
2020-07-21,Perlis,7
2020-07-21,Pulau Pinang,9
2020-07-21,Sabah,178
2020-07-21,Sarawak,82
2020-07-21,Selangor,43
2020-07-21,Terengganu,50
2020-07-21,W.P. Kuala Lumpur,5
2020-07-21,W.P. Labuan,0
2020-07-21,W.P. Putrajaya,0
2020-07-22,Johor,121
2020-07-22,Kedah,139
2020-07-22,Kelantan,78
2020-07-22,Melaka,9
2020-07-22,Negeri Sembilan,28
2020-07-22,Pahang,130
2020-07-22,Perak,140
2020-07-22,Perlis,6
2020-07-22,Pulau Pinang,17
2020-07-22,Sabah,82
2020-07-22,Sarawak,26
2020-07-22,Selangor,19
2020-07-22,Terengganu,60
2020-07-22,W.P. Kuala Lumpur,7
2020-07-22,W.P. Labuan,2
2020-07-22,W.P. Putrajaya,0
2020-07-23,Johor,54
2020-07-23,Kedah,270
2020-07-23,Kelantan,70
2020-07-23,Melaka,22
2020-07-23,Negeri Sembilan,5
2020-07-23,Pahang,163
2020-07-23,Perak,78
2020-07-23,Perlis,11
2020-07-23,Pulau Pinang,23
2020-07-23,Sabah,35
2020-07-23,Sarawak,65
2020-07-23,Selangor,30
2020-07-23,Terengganu,29
2020-07-23,W.P. Kuala Lumpur,6
2020-07-23,W.P. Labuan,1
2020-07-23,W.P. Putrajaya,0
2020-07-24,Johor,9
2020-07-24,Kedah,37
2020-07-24,Kelantan,68
2020-07-24,Melaka,10
2020-07-24,Negeri Sembilan,10
2020-07-24,Pahang,81
2020-07-24,Perak,203
2020-07-24,Perlis,2
2020-07-24,Pulau Pinang,21
2020-07-24,Sabah,55
2020-07-24,Sarawak,90
2020-07-24,Selangor,29
2020-07-24,Terengganu,0
2020-07-24,W.P. Kuala Lumpur,9
2020-07-24,W.P. Labuan,0
2020-07-24,W.P. Putrajaya,0
2020-07-25,Johor,13
2020-07-25,Kedah,67
2020-07-25,Kelantan,99
2020-07-25,Melaka,73
2020-07-25,Negeri Sembilan,0
2020-07-25,Pahang,8
2020-07-25,Perak,11
2020-07-25,Perlis,1
2020-07-25,Pulau Pinang,10
2020-07-25,Sabah,7
2020-07-25,Sarawak,49
2020-07-25,Selangor,34
2020-07-25,Terengganu,6
2020-07-25,W.P. Kuala Lumpur,4
2020-07-25,W.P. Labuan,0
2020-07-25,W.P. Putrajaya,1
2020-07-26,Johor,54
2020-07-26,Kedah,222
2020-07-26,Kelantan,80
2020-07-26,Melaka,0
2020-07-26,Negeri Sembilan,0
2020-07-26,Pahang,57
2020-07-26,Perak,2
2020-07-26,Perlis,1
2020-07-26,Pulau Pinang,11
2020-07-26,Sabah,8
2020-07-26,Sarawak,33
2020-07-26,Selangor,8
2020-07-26,Terengganu,48
2020-07-26,W.P. Kuala Lumpur,1
2020-07-26,W.P. Labuan,0
2020-07-26,W.P. Putrajaya,0
2020-07-27,Johor,95
2020-07-27,Kedah,203
2020-07-27,Kelantan,103
2020-07-27,Melaka,20
2020-07-27,Negeri Sembilan,15
2020-07-27,Pahang,54
2020-07-27,Perak,54
2020-07-27,Perlis,4
2020-07-27,Pulau Pinang,21
2020-07-27,Sabah,37
2020-07-27,Sarawak,76
2020-07-27,Selangor,46
2020-07-27,Terengganu,31
2020-07-27,W.P. Kuala Lumpur,9
2020-07-27,W.P. Labuan,0
2020-07-27,W.P. Putrajaya,0
2020-07-28,Johor,61
2020-07-28,Kedah,120
2020-07-28,Kelantan,63
2020-07-28,Melaka,10
2020-07-28,Negeri Sembilan,16
2020-07-28,Pahang,81
2020-07-28,Perak,64
2020-07-28,Perlis,13
2020-07-28,Pulau Pinang,21
2020-07-28,Sabah,66
2020-07-28,Sarawak,137
2020-07-28,Selangor,27
2020-07-28,Terengganu,105
2020-07-28,W.P. Kuala Lumpur,10
2020-07-28,W.P. Labuan,1
2020-07-28,W.P. Putrajaya,0
2020-07-29,Johor,72
2020-07-29,Kedah,109
2020-07-29,Kelantan,54
2020-07-29,Melaka,9
2020-07-29,Negeri Sembilan,10
2020-07-29,Pahang,60
2020-07-29,Perak,107
2020-07-29,Perlis,3
2020-07-29,Pulau Pinang,31
2020-07-29,Sabah,77
2020-07-29,Sarawak,78
2020-07-29,Selangor,23
2020-07-29,Terengganu,94
2020-07-29,W.P. Kuala Lumpur,5
2020-07-29,W.P. Labuan,1
2020-07-29,W.P. Putrajaya,0
2020-07-30,Johor,38
2020-07-30,Kedah,112
2020-07-30,Kelantan,13
2020-07-30,Melaka,10
2020-07-30,Negeri Sembilan,0
2020-07-30,Pahang,37
2020-07-30,Perak,34
2020-07-30,Perlis,0
2020-07-30,Pulau Pinang,11
2020-07-30,Sabah,7
2020-07-30,Sarawak,66
2020-07-30,Selangor,13
2020-07-30,Terengganu,23
2020-07-30,W.P. Kuala Lumpur,3
2020-07-30,W.P. Labuan,0
2020-07-30,W.P. Putrajaya,0
2020-07-31,Johor,3
2020-07-31,Kedah,19
2020-07-31,Kelantan,0
2020-07-31,Melaka,0
2020-07-31,Negeri Sembilan,0
2020-07-31,Pahang,1
2020-07-31,Perak,8
2020-07-31,Perlis,0
2020-07-31,Pulau Pinang,7
2020-07-31,Sabah,3
2020-07-31,Sarawak,20
2020-07-31,Selangor,12
2020-07-31,Terengganu,0
2020-07-31,W.P. Kuala Lumpur,2
2020-07-31,W.P. Labuan,0
2020-07-31,W.P. Putrajaya,0
2020-08-01,Johor,4
2020-08-01,Kedah,26
2020-08-01,Kelantan,12
2020-08-01,Melaka,0
2020-08-01,Negeri Sembilan,0
2020-08-01,Pahang,9
2020-08-01,Perak,11
2020-08-01,Perlis,0
2020-08-01,Pulau Pinang,4
2020-08-01,Sabah,4
2020-08-01,Sarawak,19
2020-08-01,Selangor,11
2020-08-01,Terengganu,0
2020-08-01,W.P. Kuala Lumpur,3
2020-08-01,W.P. Labuan,0
2020-08-01,W.P. Putrajaya,0
2020-08-02,Johor,8
2020-08-02,Kedah,26
2020-08-02,Kelantan,12
2020-08-02,Melaka,0
2020-08-02,Negeri Sembilan,0
2020-08-02,Pahang,3
2020-08-02,Perak,2
2020-08-02,Perlis,0
2020-08-02,Pulau Pinang,9
2020-08-02,Sabah,1
2020-08-02,Sarawak,34
2020-08-02,Selangor,2
2020-08-02,Terengganu,0
2020-08-02,W.P. Kuala Lumpur,3
2020-08-02,W.P. Labuan,0
2020-08-02,W.P. Putrajaya,0
2020-08-03,Johor,51
2020-08-03,Kedah,102
2020-08-03,Kelantan,40
2020-08-03,Melaka,5
2020-08-03,Negeri Sembilan,2
2020-08-03,Pahang,33
2020-08-03,Perak,82
2020-08-03,Perlis,1
2020-08-03,Pulau Pinang,95
2020-08-03,Sabah,48
2020-08-03,Sarawak,95
2020-08-03,Selangor,19
2020-08-03,Terengganu,35
2020-08-03,W.P. Kuala Lumpur,2
2020-08-03,W.P. Labuan,0
2020-08-03,W.P. Putrajaya,0
2020-08-04,Johor,48
2020-08-04,Kedah,128
2020-08-04,Kelantan,47
2020-08-04,Melaka,25
2020-08-04,Negeri Sembilan,7
2020-08-04,Pahang,35
2020-08-04,Perak,74
2020-08-04,Perlis,15
2020-08-04,Pulau Pinang,45
2020-08-04,Sabah,49
2020-08-04,Sarawak,120
2020-08-04,Selangor,23
2020-08-04,Terengganu,26
2020-08-04,W.P. Kuala Lumpur,9
2020-08-04,W.P. Labuan,0
2020-08-04,W.P. Putrajaya,0
2020-08-05,Johor,92
2020-08-05,Kedah,111
2020-08-05,Kelantan,68
2020-08-05,Melaka,15
2020-08-05,Negeri Sembilan,19
2020-08-05,Pahang,51
2020-08-05,Perak,181
2020-08-05,Perlis,4
2020-08-05,Pulau Pinang,26
2020-08-05,Sabah,78
2020-08-05,Sarawak,106
2020-08-05,Selangor,19
2020-08-05,Terengganu,27
2020-08-05,W.P. Kuala Lumpur,12
2020-08-05,W.P. Labuan,1
2020-08-05,W.P. Putrajaya,0
2020-08-06,Johor,65
2020-08-06,Kedah,173
2020-08-06,Kelantan,34
2020-08-06,Melaka,12
2020-08-06,Negeri Sembilan,8
2020-08-06,Pahang,57
2020-08-06,Perak,105
2020-08-06,Perlis,10
2020-08-06,Pulau Pinang,15
2020-08-06,Sabah,17
2020-08-06,Sarawak,66
2020-08-06,Selangor,27
2020-08-06,Terengganu,5
2020-08-06,W.P. Kuala Lumpur,10
2020-08-06,W.P. Labuan,0
2020-08-06,W.P. Putrajaya,0
2020-08-07,Johor,24
2020-08-07,Kedah,23
2020-08-07,Kelantan,10
2020-08-07,Melaka,23
2020-08-07,Negeri Sembilan,13
2020-08-07,Pahang,36
2020-08-07,Perak,205
2020-08-07,Perlis,9
2020-08-07,Pulau Pinang,25
2020-08-07,Sabah,28
2020-08-07,Sarawak,81
2020-08-07,Selangor,22
2020-08-07,Terengganu,0
2020-08-07,W.P. Kuala Lumpur,12
2020-08-07,W.P. Labuan,0
2020-08-07,W.P. Putrajaya,0
2020-08-08,Johor,27
